9
40	1133.9973	9074.279	-238.66959	0.0	0.0	-90.0	1.0000000
40	1006.2484	9295.911	-211.35109	0.0	0.0	-90.0	1.0000000
40	1104.5573	8815.065	-177.91498	0.0	0.0	-60.0	1.0000000
40	1310.1400	8441.786	-179.75742	0.0	0.0	-60.0	1.0000000
23	1168.6224	9035.479	76.75208	0.0	0.0	-660.0	1.0000000
32	1167.4725	9179.619	150.29208	0.0	0.0	-870.0	1.1799998
56	1253.4777	9095.736	155.42456	0.0	0.0	-630.0	1.3799996
26	1269.0106	9191.975	156.94643	0.0	0.0	-630.0	1.0000000
27	1088.4053	9398.594	103.37743	70.0	0.0	-690.0	1.1399999
33	1141.6644	9572.776	144.37706	0.0	0.0	-1110.0	1.5799994
33	1327.4916	8703.888	153.35052	0.0	0.0	-390.0	1.7199993
40	1434.2562	10980.021	-179.58041	0.0	0.0	-180.0	1.0000000
40	1024.6565	10757.940	-176.82207	0.0	0.0	-120.0	1.0000000
33	1086.0365	10541.371	161.80417	0.0	0.0	-1980.0	1.2599998
40	928.6457	10334.342	-178.21475	0.0	0.0	-90.0	1.0000000
40	1024.2546	9740.863	-192.50830	0.0	0.0	-90.0	1.0000000
39	1107.6482	10003.225	-171.26912	0.0	0.0	-450.0	1.0000000
39	1066.6597	10106.953	-165.71312	0.0	0.0	-420.0	1.0000000
23	1552.2933	10766.437	66.13429	0.0	0.0	-1830.0	1.0000000
27	1116.6138	10037.751	106.94373	0.0	0.0	-660.0	1.0000000
56	1174.7898	10440.327	146.90265	0.0	0.0	-540.0	1.5199995
36	1216.3606	10232.695	146.32343	0.0	0.0	-600.0	1.0000000
33	1129.6299	9832.516	146.68578	0.0	0.0	-1260.0	1.5799994
16	1168.6525	9614.339	152.34084	0.0	0.0	-1440.0	1.0000000
17	1174.3784	9704.385	134.25723	0.0	0.0	-1950.0	0.7600002
16	1319.3137	10632.238	164.39584	0.0	0.0	-420.0	1.0000000
56	1536.1820	10683.632	165.71170	-30.0	0.0	-1260.0	1.0000000
32	1238.3201	10827.799	169.05119	0.0	0.0	-1530.0	1.2199998
26	1225.4716	10130.740	145.49997	0.0	0.0	-1800.0	1.0000000
26	1201.9657	10029.210	135.37576	0.0	0.0	-1740.0	1.0000000
6	1599.7283	10693.538	165.51382	0.0	0.0	0.0	1.0000000
40	1438.8569	12233.688	-166.62502	-15.0	0.0	-60.0	1.0000000
40	1328.3190	12718.006	-166.62500	-15.0	0.0	-90.0	1.0000000
40	1572.9525	13786.391	-250.77295	-5.0	0.0	-120.0	1.2199998
40	1403.1943	13343.684	-250.77299	-5.0	0.0	-90.0	1.2199998
40	1397.8228	13031.665	-250.80566	-5.0	0.0	-90.0	1.2199998
46	1508.9806	13181.437	132.64056	65.0	0.0	30.0	1.0000000
40	1526.1681	15360.753	-248.88046	-5.0	0.0	-90.0	1.2199998
40	714.6838	19194.479	169.02118	-13.0	0.0	130.0	1.0000000
40	1270.8928	19083.773	46.04386	-13.0	0.0	130.0	1.0000000
39	681.5005	18969.932	228.63124	0.0	0.0	0.0	1.2599998
40	1421.6340	19158.766	-105.00902	-20.0	25.0	111.0	1.3299997
40	1209.5358	19033.100	359.61017	-31.0	-11.0	140.0	0.7900002
39	1017.6182	19176.146	314.43304	-32.0	-13.0	136.0	1.0899999
39	824.0466	19078.803	139.18013	-79.0	0.0	-33.0	1.0000000
40	1425.0684	18825.932	46.82422	-13.0	0.0	130.0	1.0000000
40	1350.3804	18770.018	314.70871	-31.0	-11.0	120.0	0.7900002
40	1029.9856	18956.320	516.20648	-41.0	-11.0	130.0	0.7900002
14	32.0385	20471.299	173.61296	0.0	0.0	0.0	1.0000000
0	250.0000	20250.000	171.14282	0.0	0.0	0.0	1.0000000
86	557.5739	19584.891	5.98972	16.0	-4.0	-74.0	2.5399985
40	448.6293	19536.188	103.58376	-13.0	0.0	123.0	1.0000000
10	1562.1299	20725.361	127.09978	0.0	-20.0	33.0	1.1199999
63	1481.4005	20660.965	349.50159	0.0	0.0	0.0	1.1899998
