140
79	1850.0000	3950.000	169.49998	0.0	0.0	0.0	1.0000000
79	1850.0000	3950.000	169.50000	0.0	0.0	0.0	1.0000000
6	10954.1777	15835.604	178.23804	0.0	0.0	70.0	2.3199987
6	11182.7715	16636.484	185.99524	0.0	0.0	250.0	2.4999986
2	11186.7480	16103.461	179.63538	0.0	0.0	-60.0	0.8000002
2	11174.1631	16104.139	180.56845	0.0	0.0	90.0	0.8000002
3	12579.6504	10610.876	197.00000	0.0	0.0	0.0	1.5799994
6	12296.4844	10491.853	182.90405	0.0	0.0	-180.0	2.0999990
6	11934.4307	11195.038	180.76624	0.0	0.0	65.0	2.0999990
4	12305.4258	11067.312	187.01184	0.0	0.0	110.0	1.6199994
6	12095.0303	11690.688	178.00000	0.0	0.0	-115.0	1.8399992
5	12147.2803	11384.950	186.00000	0.0	0.0	0.0	1.4299996
6	12332.7461	11967.538	181.62598	0.0	0.0	-140.0	1.6399994
2	12611.8018	14271.013	184.00000	0.0	0.0	110.0	1.0000000
2	12610.6436	14267.053	186.00006	0.0	0.0	160.0	1.0999999
6	12141.1582	13967.936	210.12988	0.0	0.0	210.0	2.3199987
1	12376.9248	14926.132	174.00073	0.0	0.0	90.0	3.3999977
1	12376.6904	14926.420	174.00079	0.0	0.0	180.0	3.3999977
1	12375.1973	14926.563	174.00070	0.0	0.0	270.0	3.3999977
1	12375.3838	14925.652	174.00073	0.0	0.0	360.0	3.3999977
0	11460.4814	15222.237	179.00061	0.0	0.0	0.0	2.0399990
6	11389.6855	14517.680	185.33270	0.0	0.0	40.0	2.3199987
1	12371.1270	16729.053	174.00061	0.0	0.0	0.0	1.8999991
1	12370.7949	16732.121	174.00085	0.0	0.0	270.0	1.8999991
1	12370.3750	16730.160	174.00061	0.0	0.0	90.0	1.8999991
1	12370.3223	16732.535	174.00089	0.0	0.0	180.0	1.8999991
0	11850.5322	16858.355	179.00049	0.0	0.0	0.0	1.1399999
0	11437.1836	16640.313	179.00049	0.0	0.0	0.0	1.6799994
2	12095.3750	16350.795	179.00000	0.0	0.0	40.0	0.9600000
2	12097.4023	16345.532	179.00000	0.0	0.0	90.0	0.9600000
6	12182.1143	17477.518	185.72516	0.0	0.0	250.0	2.3199987
2	12567.1016	17346.295	178.58289	0.0	0.0	0.0	0.7400002
5	13456.5557	10837.057	184.00000	0.0	0.0	0.0	1.4399996
6	13507.2813	11132.232	178.68756	0.0	0.0	80.0	1.5199995
6	12930.0557	10400.763	173.99988	0.0	0.0	60.0	2.0999990
6	13572.5889	10676.817	174.00000	0.0	0.0	70.0	1.6799994
4	12837.2773	10628.482	189.68866	0.0	0.0	100.0	1.6199994
3	13004.1152	11398.449	187.00000	0.0	0.0	0.0	2.1399989
6	12995.5166	12096.400	175.99988	0.0	0.0	142.0	1.5599995
5	13270.5146	11961.232	213.09814	0.0	0.0	0.0	1.0000000
6	13401.2041	11924.604	199.10809	0.0	0.0	190.0	1.7199993
6	13709.3848	11279.421	205.02618	0.0	0.0	140.0	1.5199995
4	13022.1563	11299.545	174.96185	0.0	0.0	80.0	1.9399991
6	13487.3066	11730.230	201.32153	0.0	0.0	142.0	1.6799994
6	13025.3428	13920.353	186.25940	0.0	0.0	40.0	2.3199987
0	13173.1719	15199.634	179.00049	0.0	0.0	0.0	1.5199995
0	13802.6133	14587.532	179.00049	0.0	0.0	0.0	1.9999990
1	14002.1914	15956.547	174.00073	0.0	0.0	180.0	2.4999986
1	14002.1084	15955.989	174.00073	0.0	0.0	90.0	2.4999986
1	14001.9473	15956.376	174.00076	0.0	0.0	270.0	2.4999986
1	14002.1436	15955.629	174.00052	0.0	0.0	0.0	2.4999986
2	14268.8486	15441.706	193.00000	0.0	0.0	156.0	0.7600002
2	14268.0957	15445.942	185.00000	0.0	0.0	207.0	0.6000004
6	14228.5518	14628.799	199.40607	0.0	0.0	580.0	2.4799986
0	13558.5967	16641.035	179.00061	0.0	0.0	0.0	2.2799988
0	13277.5723	16526.680	182.00055	0.0	0.0	0.0	1.3799996
0	12951.9033	17499.523	179.00037	0.0	0.0	0.0	1.3799996
2	13277.2070	16170.702	178.99988	0.0	0.0	100.0	0.8600001
2	13278.8320	16166.104	177.99988	0.0	0.0	135.0	0.8600001
6	13987.2080	17251.400	185.70825	0.0	0.0	170.0	2.4799986
6	13273.9717	17337.967	194.47864	0.0	0.0	290.0	2.3399987
0	14608.5029	15757.063	179.00049	0.0	0.0	0.0	1.3199997
6	14460.3066	15044.411	189.44934	0.0	0.0	80.0	2.4799986
6	14663.7656	16115.598	185.92871	0.0	0.0	330.0	2.4799986
