134
22	1472.2894	6159.644	168.03537	-1.0	0.0	0.0	1.0000000
64	1460.5765	6376.053	200.45880	0.0	0.0	630.0	0.8000002
5	1457.7869	6437.250	-44.22963	0.0	0.0	1170.0	1.0799999
5	1457.4958	6900.596	-44.22963	0.0	0.0	1170.0	1.0799999
5	1457.0520	7365.385	-44.22963	0.0	0.0	1170.0	1.0799999
2	1454.5289	7711.962	-44.22963	0.0	0.0	1170.0	1.0799999
47	1456.8888	6744.745	203.45868	0.0	0.0	1350.0	0.8000002
65	1457.7097	7391.103	203.45868	0.0	0.0	810.0	0.8000002
100	1564.5520	6998.776	-5.59723	0.0	0.0	90.0	1.1999998
22	1443.7477	7834.383	168.03537	-1.0	0.0	0.0	1.0000000
3	1457.9672	7848.432	-132.24585	0.0	0.0	90.0	1.2599998
17	1557.6998	7664.488	-12.09261	0.0	0.0	42.0	1.3799996
65	1450.6733	7671.483	203.45868	0.0	0.0	990.0	0.8000002
64	1455.8157	7090.346	203.45868	0.0	0.0	630.0	0.8000002
3	1471.9177	6751.129	-132.24585	0.0	0.0	180.0	1.2599998
22	1472.3669	6750.873	168.03537	-1.0	0.0	0.0	1.0000000
3	1471.7831	7248.455	-132.24585	0.0	0.0	90.0	1.2599998
22	1470.6434	7250.932	168.03537	-1.0	0.0	90.0	1.0000000
126	1506.6238	6658.651	245.58344	0.0	-6.0	74.0	1.4499996
152	1548.6584	13311.252	20.24260	-7.0	-25.0	-135.0	1.6799994
17	1311.8468	17549.381	7.92475	0.0	0.0	457.0	1.3799996
16	1508.2057	19086.625	26.58560	3.0	-4.0	79.0	1.3199997
136	782.8372	18010.982	13.19838	0.0	0.0	221.0	1.3199997
137	1063.0857	18676.014	14.23969	0.0	0.0	-59.0	1.3799996
15	1236.0778	18106.605	-62.83093	2.0	8.0	1145.0	1.8599992
0	1114.6755	18398.613	-25.07092	0.0	0.0	420.0	3.8799973
1	1330.3708	18151.873	42.28656	0.0	0.0	590.0	0.4100004
137	1013.7901	20096.643	12.95264	0.0	0.0	-224.0	1.4599996
5	1220.6675	22238.445	-100.28525	0.0	0.0	900.0	1.0799999
48	1323.5144	22245.334	147.97153	0.0	0.0	1080.0	0.8000002
16	3016.6287	1387.331	-18.87260	0.0	-3.0	76.0	1.2799997
16	3111.5884	3161.051	-47.30615	0.0	-3.0	114.0	1.2799997
136	2533.4570	2790.374	21.77079	0.0	0.0	274.0	1.3599997
136	2890.2498	3711.122	8.59956	0.0	0.0	274.0	1.3599997
17	2799.4319	4595.312	-31.73663	0.0	0.0	49.0	1.3799996
137	2542.4031	4256.521	12.53138	0.0	0.0	163.0	1.4299996
142	2678.8240	3657.891	14.31649	12.0	5.0	-251.0	1.4799995
15	3183.5569	4472.847	-96.58203	0.0	2.0	412.0	1.9199991
2	1762.7440	6062.931	-44.22963	0.0	0.0	1170.0	1.0799999
3	3156.9417	6141.220	-171.00247	0.0	0.0	0.0	1.1099999
